"","Tree_ID","best_iteration","quality_0","quality_1","quality_2","quality_3","quality_4","quality_5","quality_6","quality_7","quality_8","quality_9","times_outlier_0","times_outlier_1","times_outlier_2","times_outlier_3","times_outlier_4","times_outlier_5","times_outlier_6","times_outlier_7","times_outlier_8","times_outlier_9"
"592","8113a",0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,8,1,7,5,1,1,5
"593","8113b",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,4,1,10,8,2
"594","8115a",0,2,1.03449293955347,NA,NA,1,NA,1.26355180527444,NA,1.77545868712901,NA,0,0,3,3,0,1,0,1,0,6
"595","8115b",2,NA,NA,1.93868399665731,NA,1.02494432455344,1.41738830118466,NA,1.32034358635935,NA,NA,1,2,0,1,0,0,9,0,8,2
"596","8117",5,NA,NA,1.19441866566232,NA,NA,2,NA,1.71487098215797,NA,NA,2,1,0,1,1,0,9,0,1,2
"597","8118b",3,0.295728739225845,NA,NA,2.13475967970383,NA,NA,NA,NA,NA,1,0,5,2,0,11,1,5,1,1,0
"598","8118c",5,1.58717614678819,NA,1.26037296807837,NA,NA,2.36532558497873,1.43598719050975,1.89279464697888,0.602483917150733,1.69064102172167,0,9,0,7,4,0,0,0,0,0
"599","8118d",5,NA,NA,NA,1.93858719184542,NA,2.63306115416363,NA,0,NA,NA,7,9,1,0,11,0,3,0,6,5
"600","8122a",7,1.04728495115627,NA,1.43483427459995,NA,NA,NA,NA,1.53783539679371,1.35579350375006,NA,0,2,0,2,2,1,1,0,0,1
"601","8122b",4,NA,1.76298409971551,NA,NA,2,NA,NA,NA,1.37470575028586,1,1,0,2,2,0,1,1,11,0,0
"602","8126",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,10,1,5,6,4,5,5,2
"603","8127",6,1.22511721712296,NA,1.85505005514737,NA,1.29131598717832,NA,1.86061137031214,1.13515617157252,1.42054216823934,NA,0,3,0,12,0,1,0,0,0,2
"604","8128",4,1.66920972241637,NA,NA,NA,1.95561631203,1.81105112115893,NA,NA,NA,1.22394401433405,0,1,3,1,0,0,1,4,1,0
"605","8129",7,0.136356444775069,NA,0.54033193614443,NA,NA,NA,NA,3,NA,NA,0,1,0,1,3,9,11,0,1,1
"606","8131",8,NA,0.618634125659401,NA,NA,NA,0.559630827428387,NA,2.0621502128322,2.10451525387861,1.74309466794285,3,0,1,1,3,0,10,0,0,0
"607","8132",4,1.54678639731889,1.33587815856553,NA,NA,1.72657926939165,1.38665376114129,NA,NA,NA,1.25039426111277,1,1,4,4,1,1,5,2,9,1
"608","8138a",4,1,NA,NA,NA,2.5293735021313,NA,NA,NA,1.82571613198794,1.01833697473493,0,1,2,1,0,2,8,1,0,0
"609","8138b",0,2.97896586817072,NA,1.51054686239021,NA,0.911061243609461,NA,NA,2.21375927997497,NA,NA,0,1,0,1,0,5,2,0,2,3
"610","8139",0,2.43936175577899,NA,NA,NA,0.367700769628149,1.96933520955591,1.46853074417058,NA,0.641732753690039,2.26931889823697,0,1,1,1,0,0,0,2,0,0
"611","8140",5,NA,NA,NA,1.16852921397146,1.40667144467617,1.57232291534625,0.988641421999445,NA,0.96256973127584,NA,9,1,9,0,0,0,0,1,0,5
"612","8142",7,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,3,5,2,0,0,1,3
"613","8145a",5,NA,NA,2,NA,0.641085412231365,2.02908521778745,NA,NA,1.61458826734605,NA,8,1,0,3,0,0,1,3,0,1
"614","8145b",1,NA,3,0,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,1,1,3,1,1,2
"615","8145c",2,NA,NA,2.32748817397501,1.29275209482441,NA,NA,1.05304240866019,NA,1.45713561315998,1,6,4,0,0,3,1,0,4,0,0
"616","8146",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3,5,6,2,1,1,2,6
"617","8149a",3,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2,1,2,0,1,0,2,2,4,1
"618","8149b",5,NA,NA,1.0552506024974,NA,1.2152166521535,2,NA,NA,NA,NA,3,1,0,2,0,0,1,22,3,1
"619","8150",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0,5,6,1,3,1,1,2,5
"620","8153",7,NA,NA,NA,1,NA,NA,NA,2,NA,NA,3,1,1,0,9,10,3,0,6,1
"621","8154",0,1.99551797295161,NA,1.63693986951833,1.34144523996005,1.19270390998512,NA,NA,NA,NA,1.00926604375354,0,2,0,0,0,4,5,11,4,0
"622","8156",6,NA,1.5539836306374,NA,NA,1,NA,1.99728393701749,NA,NA,1.94244748166917,6,0,4,1,0,2,0,2,1,0
"623","8157",7,NA,2.23510502945108,NA,NA,0,NA,NA,2.38345106260054,NA,2.24324086104514,3,0,2,8,0,1,3,0,1,0
"624","8158",3,0.290395995320351,NA,0.512865951652786,3,NA,NA,NA,NA,NA,NA,0,9,0,0,1,4,1,5,2,5
"625","8159a",9,NA,NA,NA,1.18507065930934,NA,NA,NA,NA,1.22087067502792,2,1,3,1,0,2,3,1,17,0,0
"626","8159b",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,4,10,10,2,3,3,1
"627","8159c",0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,0,2,1,4
"628","8159d",8,NA,NA,0.540416337002431,NA,NA,NA,NA,1.57935863027233,2.72159097195966,0.840245726733493,3,5,1,7,4,2,2,1,1,1
"629","8161b",1,NA,3,NA,NA,NA,NA,0.741523633815011,NA,NA,1.68714854813596,2,0,2,4,10,1,0,2,3,0
"630","8162",7,NA,NA,NA,1.4458269791627,1.00356235482758,NA,NA,2,1.43631284167258,NA,1,1,2,0,0,12,2,0,0,7
"631","8163a",6,1.12528032044149,1.55519712937496,1.24166090013075,0.630397627535613,NA,NA,1.63765271946196,NA,NA,NA,0,0,0,0,4,1,0,4,5,2
"632","8163b",8,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,1,2,11,1,1,0,0
"633","8163c",5,0.518125160730247,NA,0.60295329920159,NA,NA,2.90754852394907,2.35438501253425,NA,NA,NA,0,1,0,5,2,0,0,2,3,1
"634","8164",9,NA,1.65844703100318,NA,1.32628623096972,NA,NA,2.09859889674871,0.716402839961437,NA,2.51609430405204,5,0,1,0,3,1,0,0,1,0
"635","8165",1,1.54052596554545,3,NA,NA,0.391360601321853,NA,NA,NA,1.44838248398001,NA,0,0,1,4,0,7,2,1,0,1
"636","8167",8,NA,1.9573960326999,1.05283991065619,NA,NA,1,NA,NA,2.30640112807133,NA,7,0,0,3,1,0,1,9,0,13
"637","8168",3,NA,NA,NA,2.01363398935669,1.19310138341145,NA,1.13232039318119,1.48810929597485,NA,1.77285677111927,1,1,1,0,0,2,0,0,8,0
"638","8169a",7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,2,1,2,1,0,1,1
"639","8169b",5,NA,1.45078544448915,NA,NA,0.721291283399262,1.73754183651121,NA,NA,NA,1.35993192315534,1,0,1,7,0,0,6,1,4,0
"640","8170",4,NA,NA,1.15535438075173,NA,2.16433368032061,NA,1,NA,NA,NA,18,2,0,2,0,2,0,1,1,8
"641","8171",0,2.79481334003057,NA,NA,1.74619026775153,NA,NA,NA,0.801991797454809,1.10238023180775,NA,1,10,5,1,2,2,2,1,1,16
"642","8172a",0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,2,1,5,1,2,3,0
"643","8172c",2,NA,NA,1.95449038126955,1.16512040216755,NA,NA,1,NA,NA,1.92335390047341,2,9,0,0,4,5,0,10,13,0
"644","8172d",5,1.48227134470777,NA,NA,1.19040688929388,0.518306463241488,1.9770562256938,1.60696932216285,NA,1.52720852598667,NA,0,2,1,0,0,0,0,3,0,2
"645","8172f",2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,6,4,1,1,5,3,6,3,4,5
"646","8174",0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,1,5,1,3,2
"647","8177",1,1.98774396590071,2.31445588957891,1.07116770295919,1,NA,1.78391667752157,NA,1.73985420150583,NA,NA,0,0,0,0,41,0,8,0,1,5
"648","8178",7,NA,NA,NA,1,NA,NA,1.40265554134605,2,NA,NA,1,8,1,0,1,3,0,0,7,1
"649","8179",4,0,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1,1,2,0,1,2,2,3,8
"650","817a",7,NA,NA,0,NA,2.1031475778805,NA,NA,2.99471949270035,NA,NA,5,13,0,2,0,8,1,0,1,1
"651","817b",5,NA,1.69531505011882,0.0623136288897116,NA,NA,2.28563384371669,NA,NA,NA,NA,1,0,0,1,2,0,2,10,5,1
"652","8180",4,NA,0,NA,NA,2.57210434506954,NA,NA,NA,2.31880694051638,NA,1,0,6,1,0,1,5,1,0,4
"653","8182",4,NA,2.09684400687128,1.69154720673205,1.90882928357236,2.10414920062094,NA,NA,1.46046112997799,1.21392547333335,0.821918190529163,2,0,0,0,0,2,2,0,0,0
"654","818a",5,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,6,0,4,2,0,8,9,2,2
"655","818b",5,1.3954384871104,NA,NA,1.28688612896288,NA,1.9653361458283,1.93148084493693,NA,NA,NA,0,1,2,0,2,0,0,2,3,5
"656","8190",7,2,NA,NA,NA,NA,NA,NA,2.28754544501506,NA,1,0,10,1,8,3,1,3,0,2,0
"657","8191",1,NA,1.8732740416804,NA,NA,1.46254204017042,1.57975725482421,NA,NA,1.69262633898889,NA,1,0,2,2,0,0,1,1,0,3
"658","8193",7,NA,NA,NA,NA,NA,0.87021323559957,0.888466947202529,2.1606798788264,2,NA,1,6,1,4,1,0,0,0,0,8
"659","8198",1,NA,2.37316288668895,NA,1.41530287880465,NA,NA,NA,1.32544261961146,1.79860346518645,0.0459775611497459,2,0,4,0,1,2,5,0,0,0
"660","82",0,2,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,7,0,3,3,18,7,4,2
"661","8201",3,0.963715090644836,1.95877729071324,NA,2.04175409714611,1.3470306604174,NA,0.623028134195736,0.790160926243123,1.37888942725212,NA,0,0,2,0,0,11,0,0,0,1
"662","8203",1,1.86171498931084,2,NA,1.7642523482894,1.11691659297922,1.569719968686,NA,NA,NA,NA,0,0,4,0,0,0,2,1,1,8
"663","8204",1,NA,3,NA,0.694565944460568,0.58327026231275,NA,NA,NA,NA,NA,1,0,2,0,0,1,1,3,2,7
"664","8206",4,NA,NA,2.07634738787761,NA,2.54576209380067,NA,1.76247711898123,NA,1.5188668273957,0.531112075394618,4,2,0,3,0,1,0,2,0,0
"665","8207",8,1.37440838322446,1.79650975321953,NA,NA,NA,NA,NA,NA,2,1.45873882831913,0,0,4,1,2,4,2,1,0,0
"666","8208",6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,2,6,2,1,9,0,2,1,2
"667","8209",2,1.85178290664973,NA,1.90724362437401,1.85438999213124,NA,NA,0.606862221482576,1.6599940526483,1.05897566214809,NA,0,3,0,0,1,2,0,0,0,1
"668","8210",0,3,NA,NA,NA,NA,NA,2.6742847523872,NA,NA,0,0,1,1,4,1,2,0,4,1,0
"669","8211",9,NA,NA,NA,NA,1,NA,NA,NA,NA,2,17,1,2,1,0,1,2,1,1,0
"670","8212",9,2.02586628834688,1.23737795202299,NA,0,NA,1.43839006237551,NA,NA,NA,2.1073046424028,0,0,2,0,1,0,6,3,9,0
"671","8215",3,NA,1,1.33264565413672,2.05575156969572,1.1514567802417,1.6971378461384,0.791671813145265,NA,1.48822171650855,NA,3,0,0,0,0,0,0,1,0,10
"672","8216",5,NA,NA,NA,NA,NA,2.38368964355949,0.0464270932241744,NA,NA,1.98117616533194,3,4,5,4,1,0,0,1,4,0
"673","8217",2,1.44836103009688,0.886193154459407,2,1.77635778229164,NA,1.57833166596047,NA,NA,NA,1.54172839038055,0,0,0,0,1,0,4,3,2,0
"674","8218",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,0,2,2,2,5,1,4,2,1
"675","8219",2,NA,NA,2.01900546500983,NA,0.208157319508797,1.49012743170189,NA,1.29179250579436,NA,NA,1,2,0,3,0,0,3,0,1,5
"676","8221",1,NA,1.90485731626137,1.5461235200022,NA,NA,NA,1,NA,NA,NA,2,0,0,2,1,2,0,5,1,1
"677","8222a",6,NA,NA,1.59239367993786,NA,NA,0.995028761494707,2,NA,1.0204771576138,NA,1,1,0,1,8,0,0,1,0,1
"678","8222c",7,NA,1.53531291953876,NA,1.26550957649559,1.34218009545826,NA,1.13459766806702,2.9975215285692,0.93716414708962,NA,2,0,5,0,0,1,0,0,0,9
"679","8222d",1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2,0,7,1,2,0,2,4,4,5
"680","8223",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,8,2,1,7,7,5,2,0
"681","8224",5,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,2,1,9,1,0,2,1,3,0
"682","827",6,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,1,1,0,1,1,0,1,3,3
"683","829",0,2,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,5,1,1,15,1,0,5,2
"684","8300",4,0,NA,NA,NA,3,NA,NA,NA,NA,NA,0,14,3,3,0,1,4,1,9,1
"685","8301",9,NA,NA,NA,NA,1,NA,NA,NA,1.37832465256001,1.87422647052767,9,1,5,2,0,7,1,12,0,0
"686","8302",5,0.123203010931314,0.395171307079751,NA,1.58423806656608,NA,3,NA,1.16012540285966,NA,NA,0,0,1,0,1,0,1,0,3,1
"687","8303",1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,10,0,1,0,2,1,12,1,4,2
"688","8304",1,NA,2,NA,NA,NA,NA,1.3489243832677,NA,1.13159195445877,NA,5,0,1,6,3,4,0,7,0,1
"689","8305",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,4,0,1,2,1,1,1,2,1
"690","8306",6,NA,0.53654454435122,1.38295039247735,1.96648329321129,NA,1.05888867349866,2.46940260304156,2.15892738872917,NA,NA,9,0,0,0,1,0,0,0,5,1
"691","8308",7,NA,1,NA,0.571386387843802,NA,NA,NA,1.8242656078035,1.15392611175914,NA,2,0,3,0,1,1,5,0,0,4
"692","8309",0,2.65820624933461,NA,0.33366558651965,2.43357883615535,1.17916563041739,NA,NA,1.43875778399046,NA,NA,0,1,0,0,0,1,4,0,2,1
"693","8311a",6,NA,NA,1.80706251155075,0.552110015058711,2.14060582132269,1.49221994198392,2.18111146487573,NA,1.57267575434788,1.21865076996753,1,2,0,0,0,0,0,3,0,0
"694","8311b",1,NA,2.23831487798691,NA,1.59153995472353,1.37759714084649,NA,1,NA,NA,NA,1,0,1,0,0,1,0,7,4,1
"695","8312",6,NA,1.97490545379146,1.34032148206712,NA,NA,NA,2.46073054441524,0.118389774182025,1.70662896693523,NA,1,0,0,1,6,17,0,0,0,8
"696","8313",7,NA,NA,NA,NA,NA,0.989695599301462,NA,2,NA,1.50246227254291,1,7,3,4,2,0,5,0,1,0
"697","8314",7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,4,1,3,1,1,3,0,1,4
"698","8315",4,1.54161135862724,1.16417557483929,NA,NA,2.01152196593556,1.75188561017415,1.69917952563004,1.76840970861264,NA,NA,0,0,1,2,0,0,0,0,2,1
"699","8316",6,NA,1.36126618680675,0.449753647340478,NA,0.436456543601657,0.985403357153076,1.65113237526348,1.39724950691297,1.61158959452637,NA,1,0,0,11,0,0,0,0,0,2
"700","8317",8,1.64346988085902,NA,NA,0.438352516315817,NA,2.18484733438668,NA,NA,2.25186435383518,2.22022371474769,0,1,10,0,3,0,9,1,0,0
"701","8319",7,1,NA,1.5573992345756,NA,0.963778001566856,NA,NA,1.83542529094245,NA,1.7441792713663,0,4,0,1,0,1,2,0,4,0
"702","8320",2,NA,NA,3,0.0979010813947362,NA,1.78349638018443,NA,NA,NA,NA,9,5,0,0,1,0,2,2,4,14
"703","8321",7,NA,NA,NA,NA,NA,1,NA,2,NA,NA,4,1,5,11,4,0,2,0,7,2
"704","8322",7,1.62393337944013,1.69320489116126,NA,NA,2.02133722293513,NA,NA,2.10094141342279,0.265428747159522,NA,0,0,1,2,0,4,1,0,0,3
"705","8323",8,NA,0,NA,1.55182304970073,1.71284816793857,NA,NA,NA,3,NA,2,1,2,1,1,5,6,7,1,7
"706","8324",6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,1,4,1,2,0,1,5,5
"707","8325",8,NA,NA,NA,0.719360057295055,1.00220723626778,NA,NA,NA,2.33260879689311,1.36953443635512,4,1,1,0,0,6,1,15,0,0
"708","8326",0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,2,1,1,2,2,1,7,0
"709","8327",5,NA,2,NA,NA,NA,2.60089807602384,1.20297814739103,1.14564215803675,NA,1.1140547380144,2,0,4,4,3,0,0,0,7,0
"710","8329",0,2,NA,NA,NA,1.51643546286381,1,NA,NA,NA,NA,0,1,10,1,0,0,5,1,1,2
"711","833",7,NA,NA,NA,NA,0.378065161090116,NA,0.991590168740079,2.59959114325188,NA,2.05736185160969,1,1,3,12,0,3,0,0,23,0
"712","8330",3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,4,0,7,0,1,4,1,15,1,3
"713","8331",7,NA,NA,NA,NA,NA,NA,NA,2,0.907444567796679,1.57492207917844,1,2,2,6,2,1,2,0,0,0
"714","8332",4,NA,1.74739426784036,0.00110436018642799,NA,2.10568814810871,1.81877118189785,1.47574470632888,NA,NA,NA,2,0,0,2,0,0,0,2,4,3
"715","8333a",9,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,7,0,1,2,1,2,12,4,0
"716","8333b",4,NA,NA,NA,1,2,NA,NA,NA,NA,NA,4,3,2,0,0,5,2,9,1,4
"717","8334",2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,1,1,12,1,2,5
"718","8335",3,NA,1.60646397599887,NA,2.78672141665773,NA,1.34102524123892,NA,0.387302061738764,1.93590208021391,NA,4,0,1,0,3,0,4,0,0,5
"719","8336",5,NA,NA,1.84763615981799,NA,1.36852431645181,1.95190437081548,1.32501446888498,NA,NA,NA,3,2,0,6,0,0,0,4,4,1
"720","8337",7,NA,NA,1.6257140247417,NA,1.70088449496129,1.49484991431168,NA,2.03141020353379,NA,1,3,1,0,2,0,0,2,0,6,0
"721","8338",3,1,0.983694243894909,NA,1.92809535040884,NA,NA,NA,NA,1.20803500215023,NA,0,0,1,0,12,1,8,5,0,5
"722","8339",4,1,NA,NA,NA,2.4517155182557,1.48745210822191,NA,NA,NA,NA,0,1,1,1,0,0,1,1,1,4
"723","834",7,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,10,1,2,5,2,5,0,1,0
"724","8340",3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,0,1,2,0,3,2,1,1,2,3
"725","8341",0,2,NA,1.17624804510887,NA,NA,NA,NA,NA,NA,1,0,10,0,9,4,2,1,1,2,0
"726","8342",7,1.8689145763949,NA,NA,NA,NA,NA,0,2.61307870988136,NA,NA,0,4,1,6,1,4,0,0,2,1
"727","8343",0,2.20324087702643,1.41618103941535,0.502285887081954,NA,0.551192254088231,NA,NA,NA,NA,NA,0,0,0,1,0,2,2,1,1,3
"728","8344",0,2.631430521933,NA,NA,0.756877861693814,0.715692773120146,NA,NA,1.92935527729931,NA,NA,0,9,4,0,0,5,3,0,3,8
"729","8345",4,NA,NA,1.41984059885719,1.10585098021685,1.56414058253443,NA,NA,NA,NA,NA,8,6,0,0,0,2,9,3,5,1
"730","8347",2,1.41156268937336,NA,3,0.0686052353618135,NA,NA,NA,NA,NA,1.35630303455244,0,1,0,0,9,1,1,1,5,0
"731","8348",2,NA,1.39086606925224,2.37149414941669,NA,1.34347393436747,0.485821959311661,0.245337445232361,NA,NA,NA,1,0,0,2,0,0,0,1,4,7
"732","8351",1,NA,2.05457873901244,1.52788978638378,NA,0.348310954567163,1.97758470659948,NA,1.14259268295266,NA,NA,1,0,0,8,0,0,10,0,1,8
"733","8352",5,1.8061857992742,NA,NA,1.10800740101354,NA,2,NA,1.66301800379802,1.44035793210414,1.65508712960016,0,3,8,0,2,0,1,0,0,0
"734","8353",0,2.15168581191343,NA,NA,1.6878660836996,0.486937733106894,NA,NA,1.88257802748923,NA,NA,0,1,1,0,0,1,2,0,1,1
"735","8354",1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,1,0,3,2,2,1,1,2,0,3
"736","8356",1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,8,4,2,2,6,0
"737","8357",5,NA,NA,NA,NA,NA,2.68653963510613,NA,2.47055288229312,0.0928210336814158,1.45482536544849,2,8,1,2,4,0,8,0,0,0
"738","8358",8,NA,NA,1.74955255940613,NA,NA,0.244477608370749,1.06254024845437,NA,3,NA,1,6,0,11,1,0,0,1,0,4
"739","8361",8,NA,NA,2.09285263386842,NA,NA,0,NA,1.50686656965252,2.22631289254499,NA,9,2,1,6,3,1,2,1,1,5
"740","8364",5,NA,1,NA,NA,NA,2,NA,NA,NA,NA,4,0,2,1,2,0,1,7,2,1
"741","8365",5,NA,NA,1.73573326680451,NA,NA,2.33467750226996,1.3640252386547,1.1248999386304,NA,1.23988908815608,1,1,0,3,3,0,0,0,5,0
"742","8366",9,0.810917458722149,NA,1.11747686593649,NA,NA,NA,1.42258187389119,NA,NA,2,0,1,0,3,1,5,0,2,6,0
"743","8367",0,3,NA,NA,0.602437081664154,0.735453258694669,NA,NA,NA,NA,NA,0,5,2,0,0,4,4,3,1,8
"744","8368",4,2.24635049296901,0.4272926181201,0.866134491974698,NA,3,NA,NA,0.842347211779185,NA,NA,0,0,0,2,0,2,8,0,1,2
"745","8369",6,NA,NA,NA,1.20582671997874,NA,1,2,NA,1.67725148889938,NA,6,1,4,0,1,0,0,1,0,2
"746","837",4,NA,NA,NA,1.62065555816244,2.574542229946,NA,0.251505453852697,NA,1.5232346232362,NA,1,13,1,0,0,1,0,1,0,6
"747","8370",0,2.13390428486677,0.928659292983269,NA,NA,NA,NA,1.69154702648633,NA,NA,1.15642675617374,0,0,4,5,1,1,0,2,4,0
"748","8371",5,NA,NA,NA,0.480011689836141,NA,3,NA,0.561129781342557,NA,NA,3,2,2,0,7,0,1,0,1,3
"749","8372",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,0,2,2,4,3,1,3,12,7
"750","8373",3,1.11770466854963,NA,1,2.61783218482481,NA,NA,NA,NA,NA,NA,0,1,0,0,10,2,3,4,2,3
"751","8374",0,1.88763004612354,1.48537109270416,0.974814149764618,NA,1.53153833105415,NA,1.74312314705972,0.8014913863194,1.09657728294993,1.0958966799238,0,0,0,3,0,1,0,0,0,0
"752","8377",8,NA,0.831078271826318,2.43527364509475,0.576116733509301,NA,1.32754686945742,NA,NA,2.46083401482861,NA,1,0,0,0,1,0,1,1,0,2
"753","8378",1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,1,1,2,2,1,1,8
"754","8379",8,NA,1.08505010967417,NA,NA,NA,NA,NA,NA,2.4672462513943,1,2,0,2,3,3,4,1,3,0,0
"755","838",8,NA,0.412356581103203,1.60744445739244,0.721311994450146,NA,1.27165513123163,NA,NA,2.35673634305979,0.710408574686269,2,0,0,0,1,0,1,1,0,0
"756","8380",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,8,0,2,7,2,1,8,11
"757","8381",7,NA,1.13557049449323,NA,NA,NA,1.49374316662279,0.711752684750107,2.52264120072559,NA,NA,1,0,1,4,19,0,0,0,1,1
"758","8382",9,NA,1,NA,1.5973994364883,1.98799883080463,NA,NA,NA,NA,2.09119032755038,3,1,2,1,1,3,3,3,3,1
"759","8384",7,NA,NA,2.14791389311176,NA,NA,NA,NA,2.2918463458593,0,NA,3,7,1,21,2,3,2,1,1,2
"760","8385",0,2.69887624463552,NA,NA,NA,1.57300665931211,NA,NA,0,NA,NA,0,18,2,1,0,3,2,0,4,1
"761","8386",0,2.59954804461246,NA,2,2.41636659039984,NA,NA,NA,NA,1,NA,0,2,0,0,2,2,4,16,0,7
"762","8387",9,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,1,2,1,4,0,2,2,1,0
"763","8388",3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,13,1,0,3,3,1,1,5,1
"764","8389",6,NA,0,NA,NA,NA,NA,3,NA,NA,NA,2,0,2,1,2,1,0,9,6,2
"765","8391",0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,4,1,6,6,1,1,0
"766","8393",6,NA,NA,1.51375394906255,1.64007121509094,1,NA,1.81981869177224,1.56402070837805,NA,NA,2,6,0,0,0,1,0,0,2,2
"767","8394",2,1.57311855570335,1.96210496521079,2.57033538513852,1.84165296831755,NA,NA,NA,2,NA,0.0633101263760567,0,0,0,0,3,1,1,0,16,0
"768","8395",3,1.55836161132147,NA,NA,1.89870267794823,1,NA,NA,1.84659307456408,NA,NA,0,12,1,0,0,1,3,0,3,1
"769","8396",3,NA,NA,NA,2,NA,NA,NA,NA,NA,1,6,3,3,0,1,2,1,1,1,0
"770","8397",7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,2,3,2,3,0,1,1
"771","8399",8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,22,1,2,9,3,14,1,0,3
"772","8400",2,0,NA,3,NA,NA,NA,NA,NA,NA,1.60996139562624,0,1,0,32,1,8,1,9,1,0
"773","8401",4,2,1.73600780234112,NA,NA,2.07230342116462,NA,1.14722062114946,NA,1.21385683236152,NA,0,0,1,2,0,6,0,4,0,1
"774","8402",6,1.06002577311052,0.824077760006124,NA,NA,NA,1.57181399218428,2.17921113932911,1.32756087561149,NA,1.1465279789311,0,0,1,1,8,0,0,0,4,0
"775","8404",7,1.83792797928357,NA,NA,NA,1.04287142851311,2,NA,2.46156971734582,NA,NA,0,6,2,1,0,0,6,0,2,5
"776","8406a",5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,6,4,7,0,3,4,10,2
"777","8406b",8,1.32495159684138,NA,NA,NA,1.49425441426055,NA,NA,1.3538141521753,2.77419481319458,NA,0,2,1,1,0,5,7,0,0,1
"778","8406c",8,1.38334985430339,NA,NA,NA,NA,1.04829886694263,NA,0.145522278836471,2,NA,0,1,1,1,4,0,8,0,0,2
"779","8407",5,NA,NA,0,NA,NA,3,NA,NA,NA,NA,8,4,0,1,2,0,1,1,2,2
"780","8408",7,NA,NA,1,0.655296742706087,NA,NA,NA,2.46738217304864,NA,NA,1,4,0,0,6,1,5,0,1,1
"781","8409",3,NA,1.5513850202606,NA,2.70489357543392,NA,0.361839704581513,NA,NA,0.591308073227341,NA,1,0,4,0,1,0,10,1,0,4
"782","8410",5,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,5,1,3,1,0,1,5,3,3
"783","8414",2,NA,NA,2,0.990286458439833,1.74712723502904,1.31952699620456,NA,NA,NA,NA,1,2,0,0,0,0,2,5,4,1
"784","8415",8,NA,NA,1.91226274761241,1.93393123533041,NA,NA,0,0.729622135051141,2.01773090703649,NA,2,8,0,0,1,6,0,0,0,1
"785","8416",4,NA,0,1.64993499663045,NA,2.6956756305922,NA,NA,NA,NA,NA,10,0,0,3,0,9,4,1,2,1
"786","8417",0,2.16489550108494,1.4134716777601,NA,NA,NA,0.67682085662271,NA,NA,1.70500702312259,1.44248963175351,0,0,3,2,2,0,3,1,0,0
"787","8418",6,1.14648979725521,NA,NA,NA,NA,0.884611638167044,2.05008433049012,0.560812629282619,NA,1.54807426824299,0,2,7,5,1,0,0,0,3,0
