"","Tree_ID","species","latin_name","common_name","stem_count","stemlocx_m","stemlocy_m","DBH_QSM_sd_m","VerticalCrownProjectedArea_pts_m2","Vol_QSM_sd_m3","Vol_QSM_D0_25mm_sd_m3","Vol_QSM_D25_50mm_sd_m3","Vol_QSM_D50_75mm_sd_m3","Vol_QSM_D75_100mm_sd_m3","Vol_QSM_D100_200mm_sd_m3","Vol_QSM_D200_500mm_sd_m3","Dead","QSM_iteration","height_m","tot_volume_m3","tot_length_m","zeroWeightCyl_count","DBH_QSM_m","Vol_QSM_D0_25mm_m3","Vol_QSM_D25_50mm_m3","Vol_QSM_D50_75mm_m3","Vol_QSM_D75_100mm_m3","Vol_QSM_D100_200mm_m3","Vol_QSM_D200mm_m3","A_w","alpha_w","M_w","mu_w","A_l","alpha_l","M_l","mu_l","root_A","root_alpha","root_M","root_mu","n_leaves","n_innerN","B1I","B2I","CherryI","Coll_likeI_ln","maxDepth","maxWidth","modMaxDiffW","IbasedI_meanP","IbasedI_meanW","SackinI","sshapeI","totPathL","totalCophI","VarLDI","AvgLDI","AvgVertD","totIntPathL","maxWoMaxD","rQuartetI_4rt","Coll_likeI_e_sqrt","resolution_n"
"11","1043","ACERPS","Acer pseudoplatanus","Sycamore",1,67.8520210468973,190.465637934771,0.00290593262902712,29.514956345165,0.00997552560575689,0.00117996531135493,0.0098962743403519,0.00609393706749579,0.00173370172482595,0.00223948571245734,0.00136683225264973,"N",3,16.9156271547498,0.601091669179795,507.766392166281,0,0.219920522861604,0.0451589842393356,0.161916316788864,0.0535716567425208,0.00667313057970053,0.194291130513263,0.139480450316111,0.21624766128376,0.214277918128663,0.203955954117125,0.203496037630376,0.303873836132797,0.29444965458245,0.254348667568164,0.252249997940857,0.110793415330758,0.110793415330758,0.110566886207502,0.110566886207502,828,615,306.387828252124,4.99737875613973,399,19169.0139527043,25,126,26,0.731028098151997,0.774732978034033,12188,1336.8019377887,20168,1819987,21.0567574505823,14.719806763285,13.976437976438,7980,5.04,319.339944137203,338.965165575432,0.743651753325272
"12","1045","FRAXEX","Fraxinus excelsior","European/Common ash",1,27.8974395962529,197.885740118383,0.00259272486435066,27.230423862525,0.0162552555603821,0.00147870041183757,0.00834807319170864,0.00798572188162495,0.00218089391711934,0.00995837191933555,0.0163388166744975,"N",8,21.5585451624763,0.92774626016487,478.673381504514,0,0.280708305807045,0.0403318639510263,0.164556004026245,0.0509807155710524,0.0322380483326822,0.16586453322261,0.473775095061254,0.291068344199698,0.288615306293179,0.27520103951023,0.274521978926146,0.361362966699453,0.345834498680292,0.301774883483191,0.297890648862702,0.190009039261882,0.190009039261882,0.188867771562235,0.188867771562235,734,561,285.244875807252,3.56703955821937,352,18528.254366011,27,112,20,0.700759878940496,0.726723288963073,11664,1248.82542821916,19615,1158713,21.650246122549,15.8910081743869,15.1467181467181,7951,4.14814814814815,301.095425641132,312.247569970578,0.765347885402456
"13","1055","ACERPS","Acer pseudoplatanus","Sycamore",1,53.6891793981644,187.666890743766,0.00182878222991269,13.700390721025,0.010932113753118,0.00140012372631658,0.00886912783812335,0.00643887760629074,0.00314870008689922,0.0042534966920747,0.00312914043699695,"N",2,21.8843638367339,0.701289469545282,399.845418688932,0,0.21325456912058,0.0301427414056631,0.149080186123197,0.0713204619471338,0.0400841899085303,0.281000451903301,0.129661438257457,0.200419502884951,0.197987820838994,0.187267989730616,0.186718475749665,0.323775186547672,0.310569136468938,0.26793713930859,0.264988132297897,0.105676853661711,0.105676853661711,0.105480270702427,0.105480270702427,612,465,227.348555107254,3.12686097575992,288,14286.3341029881,28,111,23,0.743071571324256,0.767681562822981,9552,1081.64340063082,15893,907021,17.7841214917339,15.6078431372549,14.7567316620241,6341,3.96428571428571,255.438849825338,273.095062287629,0.761047463175123
"14","1074","QUERRO","Quercus robur","Pedunculate/English oak",1,59.4151359583242,175.10027941578,0.00239443799947571,93.89860059108,0.096262142091271,0.0043500712616122,0.0240945959229537,0.0310114716446846,0.023686557332741,0.0731993260256689,0.0920914421050132,"N",5,22.6646515623844,7.20817009028824,2509.83964504937,1,0.691576213471417,0.188088386666874,0.805654137073713,0.560013104042517,0.33833267175078,0.941827137891261,4.37425465286309,0.371968054716234,0.365482637354016,0.33549804233747,0.333858676567644,0.40300167041308,0.381669609584184,0.327835554953713,0.322407536438591,0.158513994821566,0.158513994821566,0.157851006394667,0.157851006394667,4554,3378,1712.82021461134,2.64480566888835,2228,255083.525390834,72,508,54,0.712355451758342,0.740742663090989,135470,8019.95751242284,231915,86984349,109.599384268686,29.7474747474747,29.2378971255673,96445,7.05555555555556,1972.46628951381,1205.62171737532,0.741928398857896
"15","1075a","ACERPS","Acer pseudoplatanus","Sycamore",2,48.2714999169466,135.837412347463,0.00128668393770791,23.708164155205,0.0259677149980937,0.00274671312950083,0.0138584382682133,0.01265757402388,0.0137086536923756,0.0168780003854924,0.0125309355952729,"N",8,20.2765227649079,1.3500419355743,448.886986159021,0,0.293768999226967,0.0272066886734141,0.154850018409218,0.187901863821908,0.119450072026319,0.179392234672991,0.681241057970454,0.281439889453227,0.277870395795448,0.262911941686026,0.262063682680334,0.382118947645945,0.358847334622099,0.314489047003261,0.307560128326714,0.114231320483239,0.114231320483239,0.113983052346019,0.113983052346019,642,505,249.165626969798,4.90011870881204,303,12160.9777823753,25,127,29,0.707087823582977,0.726466190557918,8531,1142.32476041608,14315,438769,20.2051246591163,13.2881619937695,12.4803836094159,5784,5.08,283.819157250622,258.388294086667,0.78783151326053
"16","1075b","ACERPS","Acer pseudoplatanus","Sycamore",2,48.9631258880652,136.172256902721,0.00147572957474525,17.972998488415,0.034963631898811,0.00140987622213206,0.00617647052569847,0.0169232643792321,0.0116712537499324,0.0295738776524324,0.00622376233586576,"N",5,19.5871838333939,0.723546604257025,292.88700119232,0,0.221032299237865,0.0191937070449851,0.113273748096504,0.111386623314504,0.0594534937491429,0.258697188307543,0.161541843744346,0.279547062658335,0.275199325677865,0.257610060683288,0.256703589684546,0.369926048216809,0.355510340402623,0.309367181141789,0.306374349312092,0.245924128314255,0.245924128314255,0.243452752458549,0.243452752458549,395,302,161.658887251379,2.39973335772705,201,10329.1757221665,23,62,16,0.664899722855889,0.689583186793119,6097,640.104956329435,10239,403235,17.7091235378946,15.4354430379747,14.6901004304161,4142,2.69565217391304,170.706979878896,257.578807055925,0.766497461928934
"17","1080","ACERPS","Acer pseudoplatanus","Sycamore",1,24.6719470062808,193.383317477153,0.00480740170061867,84.7380357686251,0.102786510139544,0.00613604228973682,0.00996852479474431,0.0191537799710493,0.0291588158927642,0.0534993879726685,0.0780858307607174,"N",2,21.3264460729946,2.69129130982909,1812.50945859456,7,0.412557418202095,0.165889766144284,0.538731397365455,0.274591462448695,0.16319376700933,0.450244667515871,1.09864024934545,0.26281290253669,0.254538509674235,0.239606266344299,0.237488593139002,0.352876700456071,0.331114594444382,0.289501378021805,0.283633729738883,0.221563693858923,0.221563693858923,0.219755360506673,0.219755360506673,2569,2040,1005.77227629347,3.76695646456574,1144,95015.9200727586,36,348,51,0.709625023331418,0.735586703387302,56333,4755.02217859919,97485,13320935,35.4533583867658,21.9279875437914,21.151008895639,41152,9.66666666666667,1218.94991079256,690.915014534184,0.794392523364486
"18","1081","ACERPS","Acer pseudoplatanus","Sycamore",1,42.8436487889915,103.814152005226,0.0359080616141959,12.25948154751,0.0610642648727097,0.00159392027741107,0.00909556747279316,0.00508349643733308,0.0085521005004416,0.0367186920659964,0.0860690326339349,"N",6,20.7323188358787,0.701075993192126,281.258648155812,0,0.222209047510264,0.0191676115313622,0.112404132378225,0.06517614971648,0.0350920463448629,0.246333445076355,0.222902608144841,0.208315475980039,0.204339411680529,0.1934274018064,0.192410900910451,0.359561264966978,0.341986474986095,0.296841453737877,0.292326120462378,0.158418337644801,0.158418337644801,0.157756547755528,0.157756547755528,407,309,160.238970573854,2.31208288967793,185,11973.7268788152,24,84,20,0.718276223692977,0.756836920849654,7074,678.522775474162,11900,608276,17.7394852972249,17.3808353808354,16.6201117318436,4826,3.5,173.486897967064,247.951832661192,0.761083743842365
"19","1087a","Unknown","Unknown","Unknown",2,141.409472234392,162.274708070018,0.0149755356053354,30.0105201998999,0.017957047517773,0.00183630996437924,0.00737145639599165,0.00599198670273963,0.00847791386485013,0.0107226199309212,0.0112241051197888,NA,1,18.988742877845,1.02313696474348,467.579484688506,0,0.28186794720693,0.0371106460787984,0.148635938393224,0.118991380619176,0.0865561577196804,0.161481268223511,0.470361573709088,0.307127347836584,0.301134637664166,0.286127583533216,0.284498191760503,0.366837428884694,0.348437462416758,0.302922037511828,0.298552558037139,0.198662034160299,0.198662034160299,0.197357857760332,0.197357857760332,674,499,256.552445198645,2.96575496347721,329,18070.0454344738,27,97,19,0.739948663832747,0.776322078533835,11701,1117.14619652651,19497,1233591,20.6875225633756,17.3605341246291,16.6214833759591,7796,3.59259259259259,318.229752106477,475.702682924612,0.741456166419019
"20","1087b","Unknown","Unknown","Unknown",2,141.486560122229,162.762862238445,0.00226323269290239,24.66599219425,0.0177516822364029,0.00127894513800281,0.00452169000593715,0.00910310440362535,0.00414255416440993,0.00778581543435186,0.00916851331904812,NA,0,17.3187894896405,0.671340995298258,314.756425924017,0,0.222136990855227,0.0238228012429186,0.108832567263562,0.0711358081294626,0.0775456636430108,0.155847497123269,0.234156657896035,0.272996987373175,0.267922049086461,0.254759009980373,0.253303808139,0.354544439449778,0.337427597728248,0.29343352546284,0.28936443641647,0.273161807410078,0.273161807410078,0.269777356313872,0.269777356313872,467,356,165.746556233556,2.02855722091968,212,18286.1285739011,32,76,25,0.779767861328236,0.810393946439525,10365,910.867891466792,17524,1184162,25.8613868649955,22.1948608137045,21.2928311057108,7159,2.375,193.412890269782,324.745128213024,0.763948497854077
"21","1089","ACERPS","Acer pseudoplatanus","Sycamore",1,10.133042073363,133.542899321604,0.00341402336775184,18.3691295420495,0.0155238168273427,0.00250830105001447,0.00441282474430258,0.00366282592712648,0.00277275064786986,0.0126954502771867,0.0111517959952651,"N",8,10.4068381628411,0.300043723017616,205.766883649997,0,0.214888050766004,0.0197825494867042,0.0438674424983477,0.0286025464281242,0.0291303502896775,0.0948024297338834,0.0838584045808788,0.278276909329875,0.274910611903209,0.257746704083887,0.257047810086212,0.344162970056484,0.328717671240882,0.284004806358557,0.280400482953484,0.203896535664096,0.203896535664096,0.202486677309844,0.202486677309844,281,207,107.856839001723,3.67977448311194,132,7275.79027883374,29,43,9,0.767005622300117,0.807232393127437,4237,464.472953162528,7117,233005,29.3817707475843,15.0782918149466,14.5840163934426,2880,1.48275862068966,122.304938928778,195.545223913728,0.739285714285714
"22","1090","ACERPS","Acer pseudoplatanus","Sycamore",1,57.2880422884428,113.59002500476,0.0157395467956779,19.60100119726,0.0458622333128735,0.00232201864390915,0.0145255994151976,0.0122578264933897,0.00931271793326464,0.0257502130070272,0.00955672986995782,"N",8,18.9630410060198,0.696438441155935,395.645771011102,0,0.257296797239422,0.0311500681256235,0.111345358622331,0.0884405595139043,0.0397270599006013,0.232999959462987,0.192775435530488,0.23878349723358,0.230688408488414,0.210768759180716,0.208412513310673,0.393069540592187,0.366042344545053,0.316773754961102,0.309233720033931,0.0637056897477338,0.0637056897477338,0.0636626078040684,0.0636626078040684,717,528,252.139299708292,3.32533583380713,341,51054.2324773604,56,65,15,0.787048876450348,0.816909656772726,24941,1397.0007293699,43257,4930677,206.838107798455,34.7852161785216,34.744578313253,18316,1.16071428571429,241.684834883159,633.104181819253,0.737430167597765
"23","1093","ACERPS","Acer pseudoplatanus","Sycamore",1,132.420237096769,178.194779442942,0.0030840089349921,30.64730695845,0.0660858028122027,0.00563229216262692,0.0275506117934482,0.0223648615868448,0.00871414452635496,0.0280167446616388,0.0227358771674033,"N",8,18.6930695370316,1.22341013170874,703.927985180235,0,0.305400151531745,0.0554608179691337,0.239634630972049,0.153259450441534,0.0897868426056341,0.188389021097937,0.496879368622449,0.312880354070036,0.307833968308425,0.289096251922216,0.287849623481272,0.3596001982432,0.342515312486275,0.295991550118373,0.291567962259929,0.0991092270130467,0.0991092270130467,0.0989470543239721,0.0989470543239721,1218,890,427.874172445463,3.33253027500893,591,47330.055692804,38,182,34,0.774433691195712,0.811903633302082,27136,2188.17469043208,45562,6332534,34.2110757898086,22.2791461412151,21.6138519924099,18426,4.78947368421053,542.293874718359,619.585166350152,0.731306491372227
"24","1101","ACERPS","Acer pseudoplatanus","Sycamore",1,122.178237236804,104.346590199656,0.00175119007154183,42.46868262532,0.0209573641260324,0.00310553471906183,0.0156138899211141,0.0109466551117339,0.00675192602289907,0.012642997675193,0.0186239890037077,"N",0,16.234810107921,0.959739591550856,585.83730406895,0,0.263915313811734,0.0473101223670802,0.206692717769069,0.192469553764944,0.0624273459359329,0.106333573911329,0.344506277802501,0.308010273690292,0.301112831827194,0.277905623248925,0.276284778063454,0.378828561056472,0.361325464167356,0.312577352278026,0.308367253245801,0.055247131102722,0.055247131102722,0.0552190307570182,0.0552190307570182,865,651,309.452849035022,2.65449348350089,404,45366.0875963781,40,142,28,0.760353587703114,0.796598263822298,23569,1592.97658096125,40676,5446869,56.361915199305,27.2473988439306,26.8311345646438,17107,3.55,318.558656596272,485.425720438087,0.753472222222222
"25","1107","ACERPS","Acer pseudoplatanus","Sycamore",1,112.656177528933,132.723096026548,0.00346570499481867,8.2487608054,0.0497202172159374,0.00158187248267797,0.0047496642902834,0.016911757791144,0.0151139354202566,0.022990991018993,0.010120780361316,"N",3,24.4421627335674,0.82571158776244,279.989357076129,0,0.232085826595123,0.0178074300666035,0.0865991626664338,0.108392273919322,0.056389160484053,0.334245994247072,0.222277566378957,0.236852497688989,0.232159325025902,0.218336569032898,0.217249581391873,0.351184438388565,0.333548809547336,0.289148883191616,0.284754522122612,0.0249535169364212,0.0249535169364212,0.0249509273493437,0.0249509273493437,416,304,163.470054663583,2.92550692708447,198,22352.8120158057,50,39,11,0.721757143290504,0.746322866690275,11445,720.641659639101,19659,1269676,195.254663230399,27.5120192307692,27.3041666666667,8214,0.78,134.166573866605,344.325284080251,0.732530120481928
"26","1108","ACERPS","Acer pseudoplatanus","Sycamore",1,121.691664816324,152.544652754657,0.00115470053837924,27.10387227925,0.042226374064874,0.00248306825272245,0.00944420050464075,0.0201454820567737,0.0135719972472746,0.0183527290719576,0.0103655370846237,"N",5,22.6569884242234,1.39050596433418,779.012632576142,0,0.290755065674929,0.0609789984697287,0.273688881129015,0.168936077581926,0.100944078653102,0.225925323915435,0.560032604584977,0.243180250706775,0.237025217186971,0.222549718307435,0.220835272838675,0.358559481128604,0.341194002963485,0.295470232564523,0.291253157921283,0.111553633400473,0.111553633400473,0.111322411118193,0.111322411118193,1201,921,462.742850736632,4.35798728308517,553,37546.0691078496,31,170,30,0.706353301754893,0.733072678466778,22704,2111.87291479298,38390,3985381,31.9783416678164,18.9042464612823,18.0914231856739,15686,5.48387096774194,499.367776581142,530.64915559484,0.7675
"27","1109","ACERPS","Acer pseudoplatanus","Sycamore",1,14.3120437091503,103.938647396802,0.00410419839243237,21.681174903677,0.024824047480887,0.00158790933951879,0.00900786693402824,0.0112486449081256,0.00841279297166479,0.0147263537623575,0.0211421075973126,"N",9,12.9898689224779,0.502694812673539,253.688238366407,0,0.226306703863481,0.0208221795668014,0.0900291515176884,0.0656962304950018,0.0414473354549129,0.115500711711146,0.169199203927988,0.399328564567283,0.390089794981077,0.367871855496712,0.364147561400851,0.367043069259734,0.344768306134402,0.303759970676585,0.296868153859787,0.394911389543449,0.394911389543449,0.384726400150667,0.384726400150667,338,255,120.135447604735,3.18683204911977,156,6511.2720244982,24,68,15,0.742691771069421,0.770433734641855,4619,608.596330858915,7614,217894,16.8852718742341,13.6656804733728,12.8397976391231,2995,2.83333333333333,155.184336939534,221.947177468267,0.756676557863502
"28","1111","Unknown","Unknown","Unknown",1,-0.392218746509038,105.524592499894,0.00149443411809734,46.8774894346504,0.102918738170785,0.00240463967402586,0.0100809535301866,0.0193920018957872,0.0161761485951493,0.0632614437903394,0.106779600994056,NA,0,21.1924692375629,2.42354133579591,674.438413863558,0,0.409778617684158,0.0443538746038849,0.240197427360544,0.22996779912711,0.129849056838475,0.585744232374504,1.19342894549139,0.347498157720248,0.343713777056044,0.324556719262187,0.323432500114736,0.3998250113522,0.378099668832231,0.328074487742758,0.322597822007298,0.394818241577058,0.394818241577058,0.384640420052964,0.384640420052964,869,691,318.018435828378,2.47363447270213,366,45130.9579054984,50,98,14,0.761948785364585,0.776961331647883,24160,1829.97710793068,42028,3136660,63.525841509294,27.8020713463751,26.9410256410256,17868,1.96,410.224601579026,479.493582544904,0.796082949308756
"29","1116","ACERPS","Acer pseudoplatanus","Sycamore",1,115.944848260374,133.419097855955,0.000994428926011757,24.90732601065,0.0445570794973519,0.00242324707448154,0.0150384322842442,0.0172565822912243,0.0154692048958635,0.0763047312649033,0.073128140827901,"N",1,24.5116958597013,1.11063183476581,487.742826324094,0,0.270496688333056,0.0362563463185434,0.184686624518668,0.142221448717664,0.0650024247549339,0.170845200119697,0.511619790336304,0.246463511365241,0.24197649712438,0.22473029240594,0.22358499863569,0.390546301692476,0.370766083387659,0.320522097131126,0.314851734978666,0.080944298108891,0.080944298108891,0.0808559361655647,0.0808559361655647,736,573,291.427517343709,3.4489714162463,334,24677.6123508879,44,73,22,0.689158103159108,0.711667576484067,14619,1287.11518687477,24828,1971456,79.3656792739839,19.8627717391304,18.9671504965623,10209,1.65909090909091,275.882773972962,354.392894741756,0.779591836734694
